,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neglog10pvalue,,
THAPSDRAFT_24034,178.1236037,-0.205629054,0.547600881,-0.37550899,0.707281962,0.982569556,0.150407418,,
THAPSDRAFT_24035,1325.84774,-0.530847525,0.74405674,-0.713450328,0.47556714,0.97365412,0.322788161,,
THAPSDRAFT_24037,155.8412982,0.061134915,0.539196689,0.113381474,0.909728127,0.995550825,0.041088378,,
THAPSDRAFT_24038,104.7200936,-0.463943522,0.561301221,-0.826549995,0.40849217,0.969441629,0.388816264,,
THAPSDRAFT_24039,92.92159604,0.154065549,0.554969659,0.27761076,0.781311171,0.991234827,0.107175966,,
THAPSDRAFT_24042,200.1699392,-0.367430773,0.564931463,-0.650398849,0.515434621,0.97365412,0.287826414,,
THAPSDRAFT_24044,50.76724964,-0.053562056,0.606671575,-0.08828839,0.929647467,0.995550825,0.03168171,,
THAPSDRAFT_24046,95.31500556,0.116208144,0.55222482,0.210436293,0.833327169,0.994434124,0.079184459,,
THAPSDRAFT_24049,82.69061313,-0.519787958,0.578917762,-0.897861479,0.369259403,0.968560082,0.432668436,,
THAPSDRAFT_24051,73.69004497,0.719487569,0.609881271,1.179717437,0.238112616,0.942935048,0.623217593,,
THAPSDRAFT_24053,100.2029546,-0.412192141,0.559875077,-0.736221629,0.461595831,0.97365412,0.335738122,,
THAPSDRAFT_24056,223.9354843,-0.024743903,0.566012596,-0.043716171,0.965130649,0.995550825,0.015413892,,
THAPSDRAFT_24057,57.18900333,-0.636400216,0.616940399,-1.031542459,0.302286508,0.95463013,0.519581236,,
THAPSDRAFT_24060,7642.308266,-1.756185901,0.792089674,-2.217155405,0.026612474,0.729761595,1.574914754,,
THAPSDRAFT_24063,292.9061302,-0.717193671,0.643701512,-1.114171176,0.265205758,0.942935048,0.57641705,,
THAPSDRAFT_24064,88.91010686,0.152233973,0.557942066,0.272849069,0.784969238,0.991234827,0.105147362,,
THAPSDRAFT_24066,101.2142544,0.163481218,0.550072173,0.297199579,0.766314144,0.99086597,0.115593159,,
THAPSDRAFT_24067,941.115588,-1.194752775,0.768131577,-1.555401197,0.119850549,0.873799354,0.921359971,,
THAPSDRAFT_24068,217.8508306,-0.781652952,0.6103967,-1.280565494,0.200346326,0.916646663,0.698218616,,
THAPSDRAFT_2407,252.5889785,-0.52728875,0.605416591,-0.870951933,0.383780399,0.969441629,0.41591721,,
THAPSDRAFT_24072,476.2042179,-1.315175465,0.750624644,-1.752108028,0.079755234,0.826036412,1.098240806,,
THAPSDRAFT_24073,1156.269619,-0.461590289,0.737507302,-0.625878941,0.531394349,0.97365412,0.274583069,,
THAPSDRAFT_24074,124.4910046,-0.701753109,0.577381712,-1.215405846,0.22421134,0.931789439,0.649342427,,
THAPSDRAFT_24076,346.1679194,-0.336686965,0.643119276,-0.523521806,0.60061118,0.97999877,0.221406588,,
THAPSDRAFT_24077,88.33703698,0.033486249,0.555842809,0.0602441,0.951961223,0.995550825,0.021380742,,
THAPSDRAFT_24078,666.817374,-1.207688631,0.759008618,-1.591139551,0.111578173,0.86855233,0.952420753,,
THAPSDRAFT_24079,898.2870417,-1.385709556,0.776689853,-1.784122132,0.074403822,0.816414732,1.128404756,,
THAPSDRAFT_24080,244.1277702,1.637748325,0.718314472,2.279987928,0.022608404,0.729761595,1.645730086,,
THAPSDRAFT_24082,58.43627308,0.191681506,0.59594876,0.321640917,0.747724742,0.987162755,0.126258248,,
THAPSDRAFT_24084,184.9498773,0.614251153,0.581097625,1.057053284,0.29048727,0.946655735,0.536872895,,
THAPSDRAFT_24087,2234.450039,-1.25331496,0.784154559,-1.598300929,0.109976021,0.86855233,0.958701999,,
THAPSDRAFT_24089,191.8098609,-0.109111691,0.550222302,-0.198304741,0.842806643,0.994434124,0.07427205,,
THAPSDRAFT_2409,123.9684997,0.813690404,0.593742881,1.370442375,0.170548852,0.899400879,0.7681512,,
THAPSDRAFT_24090,462.4168307,-0.872256196,0.715372328,-1.219303796,0.222728908,0.930880466,0.652223411,,
THAPSDRAFT_24091,206.6591128,-0.432311116,0.572587489,-0.755013205,0.450241059,0.97365412,0.346554903,,
THAPSDRAFT_24094,267.4045204,-0.51116475,0.61260589,-0.83441044,0.404049736,0.969441629,0.393565172,,
THAPSDRAFT_24096,115.9286664,0.498724505,0.564247366,0.883875645,0.376763346,0.969441629,0.423931355,,
THAPSDRAFT_24097,396.952024,0.305508709,0.66308543,0.460738081,0.64498653,0.982569556,0.190449355,,
THAPSDRAFT_24098,359.6687716,-0.506441701,0.658559063,-0.769014853,0.441884493,0.97365412,0.354691239,,
THAPSDRAFT_24099,523.9375681,0.605268344,0.708078717,0.854803753,0.3926598,0.969441629,0.405983559,,
THAPSDRAFT_24100,121.6930752,-0.39483295,0.551532211,-0.715883756,0.47406313,0.97365412,0.324163821,,
THAPSDRAFT_24101,1281.670794,-1.003608157,0.765028389,-1.311857405,0.189568252,0.908290927,0.722234395,,
THAPSDRAFT_24106,146.857585,0.510315265,0.562725738,0.906863203,0.364479142,0.968560082,0.43832732,,
THAPSDRAFT_24108,128.9912887,-1.05910007,0.617857348,-1.714149832,0.086501212,0.836199381,1.062977809,,
THAPSDRAFT_24109,151.5432741,0.267061428,0.545838476,0.489268236,0.624651806,0.982268126,0.204362,,
THAPSDRAFT_24110,192.1806708,0.039627248,0.549835732,0.072071067,0.942545351,0.995550825,0.025697744,,
THAPSDRAFT_24111,146.857585,0.006608435,0.537559684,0.012293397,0.990191535,0.999236243,0.004280791,,
THAPSDRAFT_24112,558.3891811,0.441151021,0.70397857,0.626654048,0.530886032,0.97365412,0.274998701,,
THAPSDRAFT_24113,76.75765434,0.201114506,0.571078827,0.35216593,0.724713826,0.982569556,0.139833453,,
THAPSDRAFT_24114,253.0440634,0.379816906,0.596510236,0.636731582,0.524299698,0.97365412,0.280420392,,
THAPSDRAFT_24115,47.0760054,-0.522012541,0.628325931,-0.830798977,0.406087201,0.969441629,0.391380699,,
THAPSDRAFT_24118,524.2241031,-0.299454171,0.693343826,-0.431898518,0.665815172,0.982569556,0.176646313,,
THAPSDRAFT_2412,20.20914088,0.356593497,0.724307482,0.492323364,0.622490766,0.982268126,0.205867087,,
THAPSDRAFT_24120,153.7007136,-0.184141898,0.540852605,-0.340465954,0.733505658,0.987162755,0.134596532,,
THAPSDRAFT_24123,424.0717135,-1.443261767,0.751837626,-1.919645568,0.054902684,0.774846394,1.260406424,,
THAPSDRAFT_24124,80.02752367,0.406846192,0.578409405,0.703387926,0.481814029,0.97365412,0.317120559,,
THAPSDRAFT_24125,341.1451304,-0.301298005,0.639179774,-0.471382258,0.637367783,0.982569556,0.195609892,,
THAPSDRAFT_24126,92.48336613,0.439848388,0.570486076,0.771006352,0.440703167,0.97365412,0.355853829,,
THAPSDRAFT_24127,56.78448342,-0.029173058,0.594799424,-0.049046883,0.960881934,0.995550825,0.017329972,,
THAPSDRAFT_24129,299.6649839,-1.215715651,0.696038175,-1.746622089,0.080702913,0.826900481,1.093110789,,
THAPSDRAFT_24130,781.3976406,-0.483529063,0.724257592,-0.66762029,0.504376003,0.97365412,0.297245585,,
THAPSDRAFT_24132,278.0231683,-0.048531751,0.598502398,-0.081088649,0.935371453,0.995550825,0.029015889,,
THAPSDRAFT_24133,121.8279151,-0.087211816,0.539381432,-0.161688576,0.871551101,0.995550825,0.059707144,,
THAPSDRAFT_24134,192.7537407,-0.667359572,0.58670235,-1.137475539,0.255339544,0.942935048,0.592881921,,
THAPSDRAFT_24137,285.1865418,-0.71136609,0.639201519,-1.112897997,0.26575224,0.942935048,0.575523065,,
THAPSDRAFT_24140,138.5986367,-1.574189605,0.680655237,-2.312756179,0.020736048,0.729761595,1.683274004,,
THAPSDRAFT_24141,782.5269254,-0.582203611,0.72882609,-0.798823778,0.424392601,0.97365412,0.372232197,,
THAPSDRAFT_24142,262.6008464,0.43440714,0.605677132,0.717225593,0.47323491,0.97365412,0.324923226,,
THAPSDRAFT_24144,495.8739988,-1.106532225,0.738147993,-1.499065547,0.133856629,0.884486644,0.873360118,,
THAPSDRAFT_24145,219.3846352,-0.0347498,0.563450692,-0.061673188,0.950823092,0.995550825,0.021900279,,
THAPSDRAFT_24146,431.319362,-0.013015294,0.66799569,-0.019484099,0.984454922,0.998152064,0.006804166,,
THAPSDRAFT_24149,266.2752357,-1.242932262,0.684723393,-1.815232653,0.069488164,0.808193359,1.158089165,,
THAPSDRAFT_2415,71.66744538,0.167436758,0.575849854,0.29076461,0.771231353,0.99086597,0.112815323,,
THAPSDRAFT_24150,233.5596874,-1.422462294,0.690132634,-2.061143357,0.039289365,0.729761595,1.405724985,,
THAPSDRAFT_24152,38.83391208,0.540491655,0.657275427,0.822321408,0.410893996,0.969441629,0.386270205,,
THAPSDRAFT_24153,63.99842194,-0.033796528,0.582885809,-0.057981388,0.953763454,0.995550825,0.020559323,,
THAPSDRAFT_24155,122.41784,-0.264182055,0.54423633,-0.485417898,0.627379939,0.982268126,0.202469372,,
THAPSDRAFT_24157,233.7450923,0.194952265,0.575682052,0.338645724,0.734876633,0.987162755,0.133785562,,
THAPSDRAFT_24158,211.4122219,0.195033283,0.563144582,0.34632897,0.729095499,0.985788638,0.137215583,,
THAPSDRAFT_24159,81.13995345,0.546848463,0.587659069,0.930553942,0.352084349,0.968014203,0.45335328,,
THAPSDRAFT_24160,29.395114,-0.02027117,0.671824974,-0.030173291,0.97592885,0.996496528,0.010581843,,
THAPSDRAFT_24163,173.6570296,0.124144828,0.544676396,0.22792401,0.819705317,0.994434124,0.086342248,,
THAPSDRAFT_24164,61.7735624,-0.412544075,0.595827956,-0.692387912,0.488693755,0.97365412,0.310963211,,
THAPSDRAFT_24165,99.73101465,-0.240901703,0.551434179,-0.436863931,0.662210031,0.982569556,0.179004245,,
THAPSDRAFT_24167,29.34454901,0.669363889,0.696302897,0.961311365,0.336395635,0.962512736,0.473149648,,
THAPSDRAFT_24171,286.2821166,-1.051697985,0.673491677,-1.561560478,0.118391566,0.873799354,0.926679234,,
THAPSDRAFT_24172,254.914968,-2.13604386,0.764057612,-2.795658111,0.005179416,0.729761595,2.285719208,,
THAPSDRAFT_24174,54.81244882,0.126228035,0.600659734,0.210148987,0.833551393,0.994434124,0.079067618,,
THAPSDRAFT_24177,158.3864027,0.071041261,0.539793579,0.131608199,0.8952942,0.995550825,0.048034229,,
THAPSDRAFT_24178,70.40332064,0.957755495,0.636713539,1.50421726,0.132525435,0.884486644,0.877700762,,
THAPSDRAFT_2418,64.60520182,0.266807058,0.58911137,0.452897486,0.650622562,0.982569556,0.186670881,,
THAPSDRAFT_24180,61.57130244,-1.312237982,0.676316113,-1.940273131,0.052346505,0.759797915,1.28111231,,
THAPSDRAFT_24182,223.6489494,0.114407379,0.567359872,0.201648698,0.840191372,0.994434124,0.075621783,,
THAPSDRAFT_24183,189.1299164,0.461416752,0.568977328,0.810958063,0.417389754,0.971343825,0.379458216,,
THAPSDRAFT_24184,86.49984235,-0.283188406,0.562108715,-0.503796505,0.614404384,0.980678643,0.211545694,,
THAPSDRAFT_24187,78.35887901,-0.27545752,0.569227248,-0.483914854,0.628446298,0.982569556,0.201731827,,
THAPSDRAFT_24189,412.1552309,-1.33838474,0.741500251,-1.804968694,0.071079581,0.808193359,1.148255141,,
THAPSDRAFT_24195,80.9039835,0.653208929,0.596973591,1.094200713,0.273866959,0.942935048,0.562460361,,
THAPSDRAFT_24197,115.7264064,0.016735769,0.540793783,0.030946673,0.975312068,0.996496528,0.010856402,,
THAPSDRAFT_24198,1506.314188,-1.342493681,0.782849658,-1.714880587,0.086367123,0.836199381,1.063651549,,
THAPSDRAFT_24199,235.160912,-0.329960793,0.581724595,-0.56721135,0.570570597,0.974668053,0.243690612,,
THAPSDRAFT_2420,93.25869598,-1.225697531,0.645143207,-1.899884425,0.057448288,0.779176262,1.240722906,,
THAPSDRAFT_24201,158.7909226,-0.156373149,0.540890838,-0.289102973,0.772502579,0.99086597,0.112100062,,
THAPSDRAFT_24204,252.7238184,-0.948541732,0.646293929,-1.467663071,0.142195767,0.890926576,0.847113333,,
THAPSDRAFT_24205,207.0804878,-0.404351754,0.570816993,-0.708373715,0.478713211,0.97365412,0.319924587,,
THAPSDRAFT_24206,92.75304608,0.445793748,0.570736521,0.781085022,0.43475249,0.97365412,0.361757922,,
THAPSDRAFT_24207,352.1345882,0.120159849,0.639141704,0.188001891,0.850875169,0.995091298,0.07013415,,
THAPSDRAFT_24211,173.0165397,0.805589167,0.597510953,1.348241674,0.177580665,0.899400879,0.750604323,,
THAPSDRAFT_24212,148.8464746,0.226750721,0.543542204,0.417172244,0.676552426,0.982569556,0.169698545,,
THAPSDRAFT_24213,60.44201767,0.191895173,0.592588985,0.323825076,0.74607047,0.987162755,0.127220149,,
THAPSDRAFT_24214,584.2784558,-0.24254957,0.699623449,-0.346685878,0.728827321,0.985708276,0.137375356,,
THAPSDRAFT_24216,494.4750341,-0.425580366,0.693553637,-0.61362286,0.539464574,0.97365412,0.26803707,,
THAPSDRAFT_24217,195.88877,-1.966800626,0.733213831,-2.682437977,0.00730877,0.729761595,2.136155686,,
THAPSDRAFT_24218,45.44107073,0.048662285,0.619864546,0.078504708,0.937426585,0.995550825,0.028062734,,
THAPSDRAFT_24220,109.5743326,1.013057977,0.619383143,1.635591779,0.101925052,0.863533116,0.991719058,,
THAPSDRAFT_24224,45.64333069,-0.323044472,0.622809682,-0.518688906,0.603977699,0.980313229,0.218979096,,
THAPSDRAFT_24225,91.60690631,-0.58145431,0.577250714,-1.007282096,0.313799231,0.960279894,0.503348125,,
THAPSDRAFT_24226,104.0121838,-1.68051945,0.694924751,-2.418275429,0.015594268,0.729761595,1.807035005,,
THAPSDRAFT_24227,29.96818389,0.295540098,0.676009391,0.43718342,0.661978333,0.982569556,0.179156225,,
THAPSDRAFT_24230,163.0889467,0.564686536,0.570096484,0.990510469,0.321924675,0.960279894,0.492245735,,
THAPSDRAFT_24231,997.8832164,-0.849917636,0.751099105,-1.131565236,0.257817262,0.942935048,0.588688008,,
THAPSDRAFT_24233,217.9182505,0.303571332,0.571866914,0.530842621,0.595527842,0.979873231,0.22509793,,
THAPSDRAFT_24235,802.4326763,-0.87200456,0.745464102,-1.16974722,0.242102709,0.942935048,0.61600035,,
THAPSDRAFT_24241,122.6201,0.194035776,0.54334115,0.357115922,0.721005025,0.982569556,0.142061708,,
THAPSDRAFT_24243,79.74098873,-0.113843534,0.563771366,-0.201932096,0.83996981,0.994434124,0.075736323,,
THAPSDRAFT_24245,293.4286351,-0.13083976,0.608589242,-0.214988618,0.829776193,0.994434124,0.08103903,,
THAPSDRAFT_24247,150.4814093,1.017385133,0.61767148,1.647129852,0.099531358,0.863533116,1.002040069,,
THAPSDRAFT_24248,4509.72288,-0.861349219,0.770725874,-1.117581813,0.26374564,0.942935048,0.578814711,,
THAPSDRAFT_2425,44.16009099,0.37325407,0.633643741,0.589059823,0.555821144,0.974668053,0.255064936,,
THAPSDRAFT_24250,2198.582606,-1.010430067,0.77495845,-1.303850634,0.192284515,0.91195091,0.716055689,,
THAPSDRAFT_24255,239.2061112,-0.882805967,0.632277135,-1.396232631,0.162644454,0.899400879,0.788760742,,
THAPSDRAFT_24257,615.6118944,-1.174114945,0.753832182,-1.557528285,0.119345111,0.873799354,0.923195369,,
THAPSDRAFT_24258,595.6892885,-0.110674285,0.698440064,-0.158459245,0.874094933,0.995550825,0.058441397,,
THAPSDRAFT_2426,62.81857219,-0.509089697,0.599868661,-0.848668601,0.396065723,0.969441629,0.402232742,,
THAPSDRAFT_24260,142.8629509,0.293672064,0.546636521,0.537234622,0.591105559,0.979854037,0.228334956,,
THAPSDRAFT_24261,399.3959985,-1.816460147,0.772906735,-2.350167315,0.018764974,0.729761595,1.726652034,,
THAPSDRAFT_24262,2962.889281,-0.798610361,0.769613745,-1.037676843,0.299420529,0.952488626,0.523718426,,
THAPSDRAFT_24267,482.0023367,-0.26026701,0.684803901,-0.380060642,0.7039004,0.982569556,0.152488788,,
THAPSDRAFT_24273,123.3954298,-0.467586938,0.556381079,-0.840407693,0.400679837,0.969441629,0.397202511,,
THAPSDRAFT_24274,34.83927789,-0.267328627,0.652659895,-0.409598673,0.682100371,0.982569556,0.166151715,,
THAPSDRAFT_24275,636.5795101,-0.397235249,0.710218117,-0.559314441,0.575947142,0.975713582,0.239617373,,
THAPSDRAFT_24281,102.3435391,-0.036073288,0.546127326,-0.066052889,0.947335718,0.995550825,0.023496088,,
THAPSDRAFT_24282,107.652863,0.217137727,0.548995746,0.39551805,0.692460603,0.982569556,0.15960493,,
THAPSDRAFT_24283,152.4534439,-0.023518591,0.538063191,-0.043709719,0.965135792,0.995550825,0.015411578,,
THAPSDRAFT_24284,166.0048611,-1.043370658,0.620511124,-1.681469708,0.092671716,0.849322582,1.033052797,,
THAPSDRAFT_24285,135.6153023,0.244235587,0.544022552,0.448943864,0.653472152,0.982569556,0.184772915,,
THAPSDRAFT_24288,104.0458938,-0.838168292,0.596295002,-1.405626894,0.159834946,0.899400879,0.796328262,,
THAPSDRAFT_24292,220.9690049,-0.387305601,0.577098182,-0.671126012,0.502140258,0.97365412,0.299174959,,
THAPSDRAFT_24293,108.040528,-0.501805766,0.562849105,-0.891545818,0.372636423,0.969441629,0.428714698,,
THAPSDRAFT_24294,25.23192985,-0.220707841,0.691083697,-0.31936485,0.749449862,0.987162755,0.125257416,,
THAPSDRAFT_24295,622.690993,-0.101827169,0.701260978,-0.145205812,0.884548378,0.995550825,0.05327841,,
THAPSDRAFT_24300,67.26829128,0.219442177,0.583413851,0.376134672,0.70681678,0.982569556,0.150693149,,
THAPSDRAFT_24303,31.94021848,0.029513652,0.66198972,0.044583249,0.964439495,0.995550825,0.015725013,,
THAPSDRAFT_24304,74.63392477,1.232475861,0.662405511,1.860606291,0.062799796,0.789511602,1.202041769,,
THAPSDRAFT_24305,118.5580458,0.387707851,0.555046938,0.698513628,0.484856038,0.97365412,0.314387191,,
THAPSDRAFT_24307,154.1557986,-0.08591659,0.538717908,-0.159483449,0.873287997,0.995550825,0.058842509,,
THAPSDRAFT_24309,42.42402635,0.39306831,0.639144674,0.614991137,0.538560574,0.97365412,0.268765443,,
THAPSDRAFT_24311,135.6321573,0.005289485,0.537357093,0.00984352,0.992146134,0.999729012,0.003424356,,
THAPSDRAFT_24312,1212.413613,1.907476099,0.792137711,2.40801072,0.01603971,0.729761595,1.794803487,,
THAPSDRAFT_24313,118.4063508,0.346091909,0.552300593,0.626636858,0.530897302,0.97365412,0.274989482,,
THAPSDRAFT_24314,497.8123234,-1.003144166,0.730850514,-1.372570925,0.169885776,0.899400879,0.769842982,,
THAPSDRAFT_24315,79.62300376,-0.060370919,0.563464026,-0.107142455,0.914675967,0.995550825,0.038732732,,
THAPSDRAFT_24318,286.9563165,-0.676605666,0.636999683,-1.062175829,0.288155871,0.944764812,0.540372528,,
THAPSDRAFT_24319,166.9318859,0.718182862,0.586411529,1.224707951,0.220685277,0.929775347,0.656226639,,
THAPSDRAFT_24320,153.6332937,0.176903717,0.541978471,0.326403588,0.744119023,0.987162755,0.128357593,,
THAPSDRAFT_24322,160.3921473,0.072498519,0.540198281,0.134207237,0.893238703,0.995550825,0.049032468,,
THAPSDRAFT_24323,164.7407364,-1.156802435,0.634136865,-1.824215715,0.068119467,0.808023664,1.16672876,,
THAPSDRAFT_24325,5722.001653,-1.289362792,0.785966217,-1.640481185,0.100905157,0.863533116,0.996086636,,
THAPSDRAFT_24327,137.8738719,-0.055106648,0.537311502,-0.102559964,0.91831222,0.995550825,0.037009637,,
THAPSDRAFT_24328,430.7294371,-0.27393401,0.672462514,-0.407359525,0.68374395,0.982569556,0.165106504,,
THAPSDRAFT_2433,38.14285722,0.39696105,0.651530473,0.609274726,0.542342357,0.97365412,0.265726476,,
THAPSDRAFT_24331,646.7430731,-0.916544972,0.739354625,-1.239655426,0.215102871,0.927352607,0.667353794,,
THAPSDRAFT_24332,167.1341459,-1.159340591,0.635019329,-1.825677643,0.067898833,0.806709318,1.168137691,,
THAPSDRAFT_24333,213.4516765,0.237817776,0.566109758,0.420091285,0.674418769,0.982569556,0.171070352,,
THAPSDRAFT_24334,93.6295059,-0.12279828,0.552141365,-0.222403695,0.823999635,0.994434124,0.084072981,,
THAPSDRAFT_24335,338.043811,0.181853943,0.633930725,0.286867217,0.774213993,0.99086597,0.111138984,,
THAPSDRAFT_24338,58.13288314,0.027150976,0.592796748,0.045801493,0.963468469,0.995550825,0.016162494,,
THAPSDRAFT_24339,221.1544099,0.005803028,0.56444427,0.010280959,0.991797126,0.999599874,0.003577155,,
THAPSDRAFT_2434,72.13938528,-0.068495021,0.571904293,-0.119766579,0.904668057,0.995550825,0.043510744,,
THAPSDRAFT_24340,367.9277199,-0.693035442,0.67517776,-1.026448859,0.304680058,0.955553902,0.516155971,,
THAPSDRAFT_24341,45.22195577,-0.44437972,0.628624205,-0.706908383,0.479623414,0.97365412,0.319099624,,
THAPSDRAFT_24343,57.45868328,0.615944677,0.621949433,0.990345267,0.322005388,0.960279894,0.492136862,,
THAPSDRAFT_24345,99.17479977,0.069256138,0.548788561,0.126198217,0.899575023,0.995550825,0.045962611,,
THAPSDRAFT_24346,222.7387796,0.632574034,0.600072407,1.054162842,0.291808369,0.947141189,0.534902257,,
THAPSDRAFT_24347,290.1250558,-0.943424004,0.664176999,-1.420440645,0.155479437,0.899400879,0.808327041,,
THAPSDRAFT_24348,39.03617204,0.115142637,0.638874334,0.180227363,0.856974077,0.995091298,0.067032315,,
THAPSDRAFT_2435,76.82507433,-0.507578322,0.583359468,-0.870095283,0.384248335,0.969441629,0.415388005,,
THAPSDRAFT_24350,178.4607036,-0.922508232,0.609550254,-1.513424407,0.130171889,0.884486644,0.885482792,,
THAPSDRAFT_24352,4415.705709,-1.046763183,0.777994069,-1.34546422,0.178475368,0.899400879,0.748421713,,
THAPSDRAFT_24353,316.8907904,-0.601484508,0.645956141,-0.931153788,0.351774018,0.968014203,0.45373624,,
THAPSDRAFT_24355,198.2147596,-0.856335968,0.609367598,-1.405286351,0.159936145,0.899400879,0.796053375,,
THAPSDRAFT_24357,169.0219055,0.196002247,0.545839005,0.359084354,0.719531986,0.982569556,0.142949896,,
